type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Treated,Peel,L6S,Fine Dining,Franchise,10,Yes,No,10-20,16.64,No
Treated,Halton,L9E,Fine Dining,No,1,Yes,No,1-10,18.41,No
Treated,Toronto,M8J,Family Style,No,2,Yes,Yes,1-10,17.73,No
Treated,Toronto,M9X,Casual Dining,No,18,Yes,Yes,10-20,19.22,No
Treated,Peel,L6S,Premium Casual,No,12,Yes,Yes,20-30,16.42,No
Treated,Peel,L7C,Casual Dining,Franchise,14,Yes,No,20-30,16.77,No
Treated,Peel,L7K,Fast Food,Franchise,2,No,No,10-20,12.57,No
Treated,Toronto,M3I,Fast Casual,No,18,Yes,No,10-20,20.25,No
Treated,Durham,L9L,Fine Dining,No,9,Yes,No,1-10,18.05,No
Treated,York,L7B,Fast Food,Franchise,7,Yes,No,1-10,21.78,No
Treated,York,L6E,Fast Casual,No,3,Yes,Yes,>30,15.34,No
Treated,Peel,L5P,Family Style,Franchise,3,Yes,Yes,1-10,15.65,No
Treated,York,L6G,Casual Dining,Franchise,9,Yes,Yes,1-10,17.22,No
Treated,York,L3R,Fast Casual,No,3,Yes,Yes,1-10,25.98,No
Treated,Toronto,M0S,Premium Casual,No,16,Yes,Yes,20-30,22.38,No
Treated,Durham,L1G,Family Style,Franchise,11,No,No,10-20,24.02,No
Treated,Halton,L7M,Family Style,No,12,Yes,Yes,20-30,16.27,Yes
Treated,Halton,L7N,Premium Casual,No,8,Yes,Yes,1-10,18.91,No
Treated,Halton,L7S,Fast Casual,No,1,Yes,Yes,1-10,15.44,No
Treated,Toronto,M5B,Casual Dining,No,13,Yes,Yes,1-10,17.26,No
Treated,York,L6G,Casual Dining,Franchise,8,Yes,No,10-20,21.05,Yes
Treated,Peel,L4Y,Fast Casual,No,14,No,No,10-20,13.38,No
Treated,Toronto,M9D,Fast Food,No,12,Yes,Yes,10-20,22.26,No
Treated,Peel,L5E,Fast Casual,Franchise,10,Yes,Yes,10-20,15.1,No
Treated,Toronto,M5F,Fast Casual,No,15,Yes,Yes,20-30,20.93,No
Treated,Peel,L4W,Casual Dining,No,3,Yes,No,20-30,17.13,No
Treated,Durham,L0B,Fine Dining,No,11,Yes,No,10-20,12.95,No
Treated,York,L3X,Fine Dining,Franchise,19,Yes,No,1-10,19.94,No
Treated,Halton,L0P,Casual Dining,No,2,Yes,No,1-10,16.14,No
Treated,York,L3X,Fast Casual,No,1,No,Yes,10-20,18.86,Yes
Treated,Durham,L1M,Fine Dining,Franchise,8,Yes,No,10-20,15.08,No
Treated,Toronto,M7B,Fast Food,No,16,Yes,No,10-20,15.39,No
Treated,Halton,L7P,Fast Casual,Franchise,6,Yes,No,10-20,14.55,No
Treated,Peel,L7K,Fast Food,Franchise,6,Yes,No,>30,16.04,No
Treated,Toronto,M3M,Fast Casual,Franchise,1,Yes,No,20-30,19.06,No
Treated,Peel,L6P,Fast Casual,No,12,Yes,No,1-10,14.91,No
Treated,Halton,L0P,Casual Dining,Franchise,18,No,No,1-10,20.09,No
Treated,Peel,L4T,Premium Casual,Franchise,2,Yes,Yes,20-30,15.94,No
Treated,Peel,L5W,Casual Dining,No,4,Yes,Yes,20-30,18.62,No
Treated,Toronto,M4H,Fast Casual,No,6,Yes,No,10-20,17.72,No
Treated,York,L6A,Family Style,No,8,Yes,No,>30,20.28,No
Treated,York,L4L,Family Style,No,19,Yes,No,>30,21.02,No
Treated,Peel,L7A,Casual Dining,Franchise,14,Yes,No,10-20,22.64,No
Treated,Halton,L7L,Family Style,Franchise,5,Yes,No,1-10,14.87,No
Treated,Halton,L9T,Casual Dining,No,13,Yes,Yes,10-20,14.49,No
Treated,Toronto,M5H,Fast Casual,No,1,Yes,Yes,10-20,18.49,Yes
Treated,Toronto,M6I,Casual Dining,Franchise,13,Yes,No,1-10,17,Yes
Treated,York,L9N,Family Style,No,8,Yes,No,10-20,17.55,No
Treated,York,L4S,Fast Casual,No,7,Yes,No,1-10,17.9,No
Treated,York,L3Y,Premium Casual,Franchise,5,Yes,Yes,1-10,16.2,No
Treated,Durham,L0E,Fast Food,No,2,Yes,No,20-30,18.95,No
Treated,Peel,L4Z,Premium Casual,No,16,Yes,No,10-20,17.76,No
Treated,York,L4P,Family Style,No,3,No,Yes,10-20,21.89,Yes
Treated,Toronto,M1F,Casual Dining,No,23,No,No,10-20,19.36,No
Treated,Durham,L9P,Fast Food,No,19,Yes,No,10-20,21.04,No
Treated,Peel,L4W,Casual Dining,No,7,Yes,Yes,10-20,16.64,No
Treated,Peel,L4V,Fine Dining,No,16,No,Yes,10-20,20.38,No
Treated,Toronto,M5U,Family Style,No,9,Yes,No,10-20,16.91,No
Treated,York,L3R,Fine Dining,No,9,Yes,No,1-10,18.32,No
Treated,Durham,L0B,Family Style,Franchise,16,Yes,Yes,10-20,21.16,Yes
Treated,Peel,L5P,Fast Casual,No,18,Yes,No,1-10,21.27,No
Treated,Toronto,M0R,Premium Casual,No,7,Yes,No,>30,13.92,No
Treated,Durham,L0B,Premium Casual,Franchise,5,Yes,No,10-20,17.11,No
Treated,York,L4G,Casual Dining,No,6,Yes,No,20-30,17.79,No
Treated,Toronto,M1I,Family Style,Franchise,4,Yes,No,1-10,17.97,No
Treated,York,L7E,Premium Casual,No,5,No,No,1-10,16.91,No
Treated,Toronto,M9R,Premium Casual,Franchise,6,No,No,1-10,20.11,No
Treated,Durham,L9L,Fine Dining,No,4,No,No,1-10,20.09,No
Treated,Toronto,M2R,Fast Food,Franchise,12,Yes,Yes,10-20,23.32,No
Treated,Toronto,M5U,Family Style,Franchise,9,Yes,No,10-20,17.88,No
Treated,York,L0G,Fast Casual,Franchise,17,Yes,No,10-20,19.02,No
Treated,Peel,L5J,Fast Food,No,21,Yes,No,1-10,16.09,No
Treated,Halton,L9T,Casual Dining,No,15,Yes,Yes,1-10,16.37,No
Treated,Durham,L9L,Fast Casual,No,6,Yes,No,10-20,14.43,No
Treated,Halton,L0P,Fast Food,No,4,Yes,Yes,>30,19.63,No
Treated,Toronto,M7J,Casual Dining,No,1,Yes,Yes,20-30,22.98,No
Treated,Toronto,M5I,Fast Food,No,12,Yes,No,10-20,21.73,Yes
Treated,Halton,L7M,Casual Dining,No,12,Yes,No,10-20,18.98,Yes
Treated,Durham,L9L,Casual Dining,No,10,Yes,No,10-20,23.77,Yes
Treated,Toronto,M5I,Premium Casual,No,14,Yes,No,>30,15.65,No
Treated,Peel,L7K,Fine Dining,No,9,Yes,No,1-10,20.68,No
Treated,York,L3X,Casual Dining,No,19,Yes,No,1-10,19.24,No
Treated,Peel,L4W,Casual Dining,Franchise,19,Yes,No,1-10,15.94,No
Treated,Peel,L7K,Fine Dining,Franchise,12,Yes,No,10-20,23.17,No
Treated,Toronto,M1W,Family Style,No,3,Yes,Yes,10-20,15.91,No
Treated,Halton,L0P,Family Style,No,26,Yes,No,>30,18.75,No
Treated,Peel,L4V,Casual Dining,Franchise,8,No,Yes,1-10,19.16,No
Treated,Toronto,M3K,Casual Dining,Franchise,3,Yes,No,10-20,19.87,No
Treated,Toronto,M9N,Family Style,No,6,Yes,Yes,10-20,16.83,No
Treated,Peel,L7C,Fast Casual,No,8,Yes,Yes,1-10,23.3,No
Treated,Peel,L4T,Fast Food,No,14,Yes,No,10-20,20.73,No
Treated,Toronto,M1E,Premium Casual,No,8,Yes,Yes,10-20,19.78,No
Treated,Peel,L7A,Casual Dining,No,15,Yes,Yes,20-30,16.67,No
Treated,Peel,L6Y,Family Style,No,17,Yes,Yes,1-10,18.49,No
Treated,Halton,L6J,Premium Casual,No,1,Yes,No,1-10,23.41,No
Treated,York,L4A,Premium Casual,No,6,Yes,No,10-20,17.36,No
Treated,Halton,L9E,Premium Casual,Franchise,17,Yes,Yes,1-10,24.22,No
Treated,Peel,L5H,Fine Dining,No,14,Yes,Yes,20-30,15.11,No
Treated,Toronto,M4N,Family Style,No,4,Yes,No,10-20,14.95,No
Treated,Toronto,M1U,Casual Dining,No,11,Yes,Yes,1-10,20.43,No
Treated,York,L9N,Fast Casual,Franchise,5,No,No,10-20,11.95,No
Treated,Toronto,M4P,Fast Casual,No,13,Yes,Yes,1-10,21,No
Treated,York,L9N,Casual Dining,Franchise,23,Yes,Yes,10-20,24.21,No
Treated,Toronto,M1T,Fast Casual,No,13,Yes,No,10-20,14.34,No
Treated,Halton,L9T,Fast Casual,Franchise,7,Yes,No,10-20,20.01,No
Treated,Toronto,M3Y,Premium Casual,Franchise,9,Yes,No,>30,17.46,No
Treated,York,L3R,Fine Dining,No,2,Yes,Yes,1-10,13.81,No
Treated,York,L9N,Casual Dining,Franchise,2,Yes,Yes,1-10,12.28,No
Treated,Toronto,M8X,Fine Dining,No,10,Yes,No,>30,18.9,No
Treated,York,L6B,Fast Food,No,10,Yes,Yes,1-10,23.55,No
Treated,Toronto,M3V,Family Style,No,12,Yes,Yes,20-30,21.32,No
Treated,Durham,L0B,Casual Dining,No,7,No,Yes,10-20,23.15,No
Treated,Durham,L9L,Fast Casual,Franchise,13,Yes,Yes,10-20,18.37,No
Treated,Peel,L4V,Premium Casual,Franchise,11,Yes,Yes,1-10,17.83,No
Treated,Durham,L9P,Premium Casual,Franchise,7,No,No,1-10,20.8,No
Treated,Peel,L6P,Casual Dining,No,14,No,No,10-20,19.09,No
Treated,Toronto,M1U,Fast Food,No,10,Yes,Yes,1-10,16.92,No
Treated,York,L9N,Casual Dining,No,11,Yes,Yes,1-10,20.74,No
Treated,York,L3Y,Fast Food,No,9,Yes,No,1-10,18.45,Yes
Treated,Halton,L0P,Fast Food,Franchise,1,No,Yes,1-10,20.46,No
Treated,Peel,L7A,Fast Food,No,13,Yes,No,1-10,14.2,No
Treated,Durham,L0B,Fast Casual,No,19,Yes,No,10-20,19.61,No
Treated,Toronto,M9F,Family Style,No,22,Yes,Yes,1-10,20.17,No
Treated,Halton,L6H,Casual Dining,No,15,Yes,No,10-20,18.47,No
Treated,Halton,L0P,Fast Casual,No,13,Yes,Yes,10-20,19.25,No
Treated,Peel,L6W,Casual Dining,Franchise,18,Yes,Yes,1-10,18.51,Yes
Treated,York,L3R,Fast Casual,Franchise,12,Yes,No,10-20,13.94,No
Treated,Toronto,M6W,Family Style,No,7,Yes,No,1-10,14.97,No
Treated,Durham,L0B,Fast Food,No,6,Yes,No,>30,18.42,No
Treated,Peel,L4V,Premium Casual,No,11,Yes,No,20-30,18.61,No
Treated,York,L4L,Casual Dining,No,4,Yes,Yes,10-20,18,No
Treated,Toronto,M2J,Premium Casual,Franchise,10,Yes,Yes,1-10,17.62,No
Treated,Toronto,M2T,Fast Food,No,16,Yes,No,10-20,20.72,No
Treated,Durham,L9L,Casual Dining,No,29,Yes,No,10-20,19.38,No
Treated,Toronto,M4S,Family Style,No,3,Yes,No,10-20,18.47,No
Treated,Toronto,M6R,Fast Casual,Franchise,4,Yes,Yes,10-20,19.41,No
Treated,Peel,L7K,Fast Casual,No,15,Yes,No,1-10,19.14,Yes
Treated,Toronto,M4S,Fast Food,No,8,No,No,1-10,18.25,No
Treated,Toronto,M8E,Fast Casual,Franchise,16,Yes,No,10-20,17.25,Yes
Treated,Toronto,M9G,Fine Dining,No,10,Yes,Yes,1-10,19.92,No
Treated,York,L9N,Fast Casual,No,2,Yes,No,1-10,17.29,No
Treated,York,L4L,Casual Dining,Franchise,13,Yes,Yes,>30,19.21,No
Treated,Durham,L1W,Premium Casual,No,7,Yes,Yes,1-10,15.19,No
Treated,Toronto,M0G,Casual Dining,No,11,Yes,No,1-10,18.15,No
Treated,Peel,L6Y,Premium Casual,Franchise,10,No,Yes,10-20,20.4,No
Treated,Durham,L9L,Family Style,No,9,Yes,No,10-20,21.06,No
Treated,Halton,L9T,Casual Dining,No,16,Yes,No,20-30,17.1,No
Treated,Toronto,M7A,Fast Casual,No,15,Yes,Yes,>30,21.72,No
Treated,Durham,L9P,Fast Food,No,21,No,Yes,>30,24.16,No
Treated,Peel,L7C,Premium Casual,No,1,No,No,10-20,16.16,Yes
Treated,York,L9N,Casual Dining,No,9,Yes,No,1-10,19.42,No
Treated,Toronto,M1E,Family Style,No,3,No,No,1-10,18.29,No
Treated,Peel,L6Y,Family Style,Franchise,14,Yes,No,10-20,18.36,No
Treated,Toronto,M8R,Fast Food,No,15,Yes,Yes,1-10,18.84,No
Treated,Toronto,M4Y,Fast Food,Franchise,14,Yes,No,1-10,20.16,No
Treated,Toronto,M6C,Fast Casual,No,1,Yes,Yes,10-20,18.9,No
Treated,Peel,L5V,Casual Dining,Franchise,3,Yes,Yes,1-10,16.38,No
Treated,Toronto,M8A,Fast Casual,No,23,Yes,Yes,>30,14.19,No
Treated,York,L7B,Premium Casual,No,6,Yes,Yes,20-30,18.97,No
Treated,Toronto,M1U,Fast Casual,No,20,Yes,No,1-10,17.54,No
Treated,Toronto,M8I,Fast Casual,Franchise,13,Yes,Yes,10-20,17.43,No
Treated,Peel,L7A,Fast Food,No,6,Yes,No,1-10,18.97,No
Treated,Durham,L9P,Fast Casual,No,2,Yes,No,10-20,17.63,No
Treated,Toronto,M5W,Fast Casual,Franchise,7,Yes,No,10-20,23.63,No
Treated,York,L0J,Casual Dining,No,10,Yes,No,10-20,16.32,No
Treated,Peel,L6S,Fast Food,Franchise,4,No,No,20-30,21.32,No
Treated,Peel,L5L,Fine Dining,Franchise,13,No,No,1-10,16.24,No
Treated,Peel,L7C,Family Style,No,16,Yes,No,10-20,15.73,No
Treated,Halton,L0P,Fast Food,No,2,Yes,No,10-20,19.12,Yes
Treated,York,L4C,Family Style,No,6,Yes,Yes,10-20,19.68,No
Treated,York,L3X,Fast Casual,No,0,Yes,Yes,1-10,21.78,No
Treated,Durham,L0C,Fast Casual,Franchise,13,Yes,Yes,20-30,13.74,No
Treated,Toronto,M1Q,Casual Dining,Franchise,11,Yes,No,1-10,13.78,No
Treated,Durham,L1P,Family Style,Franchise,14,Yes,Yes,1-10,12.96,No
Treated,Toronto,M5H,Casual Dining,No,2,Yes,No,10-20,17.14,No
Treated,York,L6C,Fine Dining,Franchise,14,Yes,No,1-10,20.69,No
Treated,York,L9N,Family Style,Franchise,2,Yes,Yes,10-20,20.3,No
Treated,Peel,L4V,Casual Dining,No,7,Yes,No,20-30,16.35,No
Treated,Peel,L7K,Fast Food,No,5,Yes,No,10-20,22.65,No
Treated,Halton,L9E,Family Style,No,19,Yes,Yes,1-10,19.32,No
Treated,York,L7B,Casual Dining,No,11,Yes,No,10-20,20.85,No
Treated,York,L0N,Casual Dining,Franchise,14,No,No,1-10,18.75,No
Treated,Toronto,M5A,Family Style,Franchise,9,Yes,No,1-10,19.68,No
Treated,York,L3X,Family Style,No,9,No,Yes,10-20,17.01,No
Treated,Toronto,M6S,Casual Dining,No,1,Yes,No,>30,18.88,No
Treated,Peel,L5A,Fast Food,No,5,Yes,No,10-20,18.33,No
Treated,York,L6E,Casual Dining,Franchise,10,Yes,No,>30,18.78,No
Treated,Toronto,M5B,Fast Food,No,2,Yes,No,10-20,14.16,No
Treated,Toronto,M3G,Family Style,Franchise,2,Yes,No,20-30,19.06,No
Treated,Peel,L4Z,Casual Dining,No,22,No,Yes,10-20,17.06,No
Treated,York,L3Z,Casual Dining,No,9,Yes,No,20-30,17.78,No
Treated,Toronto,M6C,Casual Dining,Franchise,15,Yes,No,20-30,18.54,No
Treated,York,L9N,Casual Dining,Franchise,15,Yes,No,>30,19.74,Yes
Treated,Peel,L6P,Casual Dining,Franchise,6,Yes,Yes,10-20,18.45,No
Treated,Durham,L1S,Premium Casual,No,5,No,No,10-20,15.46,No
Treated,Toronto,M9F,Casual Dining,No,5,Yes,No,10-20,16.19,No
Treated,York,L9N,Casual Dining,No,16,Yes,No,1-10,16.14,No
Treated,Toronto,M1K,Family Style,Franchise,15,Yes,Yes,1-10,17.79,No
Treated,Peel,L6W,Fine Dining,Franchise,16,Yes,Yes,10-20,15.52,No
Treated,Toronto,M3A,Family Style,No,8,Yes,Yes,10-20,18.09,No
Treated,Durham,L0E,Casual Dining,No,21,Yes,No,10-20,14.84,No
Treated,Durham,L9L,Premium Casual,No,9,Yes,Yes,10-20,19.58,No
Treated,Durham,L1X,Fine Dining,Franchise,9,Yes,No,10-20,14.6,No
Treated,Durham,L9P,Fast Casual,No,4,Yes,Yes,1-10,19.34,No
Treated,York,L0H,Casual Dining,Franchise,15,Yes,No,10-20,19.9,No
Treated,Halton,L7M,Fast Casual,No,10,Yes,Yes,1-10,18.89,No
Treated,Toronto,M0U,Casual Dining,No,11,Yes,No,10-20,17.35,No
Treated,Peel,L7A,Casual Dining,Franchise,11,Yes,Yes,10-20,15.26,No
Treated,Toronto,M5F,Fast Casual,Franchise,23,Yes,Yes,1-10,18.34,No
Treated,Halton,L9T,Fast Casual,Franchise,1,Yes,Yes,10-20,23.87,No
Treated,York,L0N,Family Style,Franchise,0,Yes,Yes,1-10,23.31,No
Treated,Toronto,M2W,Fast Casual,Franchise,3,Yes,Yes,20-30,14.41,No
Treated,York,L6G,Fast Food,Franchise,11,Yes,Yes,20-30,14.69,Yes
Treated,York,L0H,Premium Casual,Franchise,6,Yes,Yes,10-20,18.08,No
Treated,Durham,L1X,Family Style,Franchise,2,Yes,No,10-20,17.96,Yes
Treated,Peel,L5V,Premium Casual,No,7,Yes,No,1-10,19.79,No
Treated,Toronto,M8E,Casual Dining,Franchise,7,Yes,No,10-20,20.61,No
Treated,Toronto,M9C,Family Style,No,8,No,No,10-20,17.21,No
Treated,Peel,L6V,Casual Dining,No,2,Yes,Yes,10-20,20.14,No
Treated,Toronto,M1N,Family Style,No,0,Yes,No,10-20,17.26,No
Treated,Toronto,M0K,Fast Casual,No,4,Yes,Yes,1-10,18.34,No
Treated,York,L7B,Fast Food,Franchise,9,Yes,No,1-10,14.1,No
Treated,Toronto,M9A,Family Style,No,3,Yes,Yes,20-30,16.92,No
Treated,Peel,L5N,Fast Casual,No,8,Yes,No,10-20,17.61,No
Treated,Toronto,M0L,Fast Food,Franchise,17,Yes,No,>30,16.35,No
Treated,Toronto,M6M,Casual Dining,No,3,Yes,Yes,10-20,19.74,No
Treated,Toronto,M3N,Fast Casual,Franchise,9,Yes,Yes,10-20,19.44,No
Treated,York,L6A,Fast Casual,No,8,No,Yes,10-20,16.66,No
Treated,Toronto,M7L,Family Style,Franchise,14,Yes,No,10-20,15.78,Yes
Treated,Toronto,M6R,Casual Dining,No,15,Yes,Yes,1-10,14.02,No
Treated,Durham,L1Y,Family Style,No,13,Yes,No,1-10,18.62,No
Treated,Peel,L7A,Family Style,Franchise,1,Yes,Yes,10-20,19.45,No
Treated,Peel,L6P,Fast Casual,No,11,Yes,No,10-20,13.81,No
Treated,York,L6B,Fine Dining,No,6,Yes,No,20-30,16.84,No
Treated,York,L6C,Casual Dining,No,3,Yes,No,1-10,20.84,No
Treated,Toronto,M9R,Casual Dining,No,10,No,Yes,>30,26.12,No
Treated,Toronto,M7I,Casual Dining,Franchise,21,Yes,Yes,10-20,16.13,No
Treated,Toronto,M9L,Family Style,No,21,Yes,Yes,10-20,15.14,No
Treated,Halton,L6J,Fine Dining,No,17,Yes,Yes,10-20,20.63,No
Treated,Peel,L7A,Family Style,Franchise,7,Yes,No,1-10,19.46,No
Treated,Toronto,M9G,Premium Casual,No,17,Yes,Yes,1-10,17.11,No
Treated,Toronto,M0S,Family Style,No,15,Yes,No,10-20,23.2,No
Treated,Peel,L4T,Casual Dining,Franchise,18,Yes,No,10-20,19.94,No
Treated,Toronto,M9F,Fast Food,Franchise,14,Yes,No,1-10,22.65,No
Treated,Peel,L6R,Casual Dining,No,9,Yes,Yes,1-10,17.98,No
Treated,Peel,L6Z,Fast Casual,No,13,Yes,Yes,10-20,18.38,No
Treated,Toronto,M1G,Casual Dining,No,8,Yes,Yes,1-10,17,No
Treated,Toronto,M1C,Family Style,No,2,Yes,Yes,10-20,18.82,No
Treated,York,L6G,Fine Dining,No,19,No,No,10-20,15.8,No
Treated,Toronto,M8V,Fast Casual,No,17,Yes,Yes,1-10,19.88,No
Treated,Halton,L9E,Premium Casual,No,6,Yes,No,>30,19.43,No
Treated,Toronto,M6C,Casual Dining,Franchise,7,Yes,Yes,10-20,16.56,No
Treated,Halton,L6M,Family Style,No,14,Yes,No,10-20,18.6,No
Treated,Toronto,M4K,Fine Dining,No,24,Yes,No,20-30,19.56,No
Treated,Durham,L1V,Family Style,No,9,Yes,No,10-20,20.54,Yes
Treated,York,L9N,Family Style,Franchise,12,Yes,No,10-20,18.87,No
Treated,York,L3R,Fast Casual,No,2,Yes,No,20-30,19.99,Yes
Treated,Peel,L6V,Casual Dining,Franchise,2,Yes,Yes,1-10,19.17,No
Treated,Peel,L6R,Fast Food,No,21,Yes,Yes,10-20,19.46,No
Treated,Toronto,M9P,Family Style,No,6,Yes,No,10-20,18.14,No
Treated,Peel,L7C,Casual Dining,No,21,Yes,Yes,1-10,16.35,No
Treated,Toronto,M8A,Fine Dining,No,13,Yes,No,10-20,18.61,No
Treated,Toronto,M9F,Family Style,No,8,No,Yes,1-10,18.63,No
Treated,Halton,L9E,Casual Dining,No,13,Yes,No,20-30,16.54,No
Treated,Halton,L0P,Fast Casual,Franchise,19,Yes,No,1-10,16.03,No
Treated,Durham,L9L,Premium Casual,No,13,Yes,No,10-20,14.22,Yes
Treated,Halton,L7P,Premium Casual,No,6,Yes,No,10-20,16.08,No
Treated,Peel,L4X,Casual Dining,Franchise,1,No,Yes,1-10,17.12,No
Treated,Toronto,M9T,Family Style,Franchise,5,Yes,No,1-10,16.29,No
Treated,Toronto,M5D,Casual Dining,No,4,Yes,No,1-10,13.49,No
Treated,Peel,L7K,Premium Casual,No,5,Yes,Yes,10-20,14.37,No
Treated,York,L6B,Fine Dining,No,13,Yes,Yes,10-20,20.02,No
Treated,Durham,L1J,Premium Casual,No,7,Yes,No,1-10,18.61,No
Treated,Toronto,M9B,Casual Dining,Franchise,12,Yes,Yes,1-10,17.89,No
Treated,Peel,L7C,Premium Casual,No,1,Yes,Yes,20-30,20.55,No
Treated,Peel,L7C,Premium Casual,Franchise,4,Yes,No,1-10,17.67,No
Treated,Peel,L7K,Premium Casual,No,18,No,Yes,10-20,12.65,No
Treated,Toronto,M9O,Premium Casual,Franchise,15,Yes,No,10-20,11.37,No
Treated,Durham,L1K,Family Style,Franchise,3,Yes,Yes,10-20,16.9,Yes
Treated,Peel,L6W,Premium Casual,No,6,Yes,No,10-20,18.34,No
Treated,Halton,L0P,Family Style,No,11,Yes,No,1-10,15.74,No
Treated,Toronto,M9D,Fast Casual,Franchise,8,Yes,No,10-20,17.95,No
Treated,Toronto,M3M,Fast Food,Franchise,16,Yes,No,20-30,21.84,No
Treated,Durham,L1P,Family Style,Franchise,5,Yes,Yes,>30,19.88,No
Treated,Halton,L6L,Fine Dining,Franchise,15,Yes,No,>30,20.31,No
Treated,Toronto,M2N,Family Style,No,1,Yes,No,1-10,21.03,Yes
Treated,York,L4B,Casual Dining,Franchise,4,Yes,No,10-20,16.79,No
Treated,Peel,L7K,Casual Dining,No,13,Yes,Yes,10-20,14.36,No
Treated,York,L3Z,Fast Casual,No,2,No,No,10-20,19.02,No
Treated,Peel,L5K,Fine Dining,No,8,Yes,Yes,1-10,21.94,Yes
Treated,Durham,L9L,Casual Dining,No,9,Yes,Yes,20-30,14.02,No
Treated,Halton,L0P,Fast Casual,No,8,Yes,No,20-30,21.45,Yes
Treated,Toronto,M1I,Fast Food,No,0,Yes,No,20-30,20.31,No
Treated,York,L3S,Casual Dining,Franchise,3,Yes,Yes,10-20,16.39,No
Treated,Toronto,M5P,Fast Casual,No,3,Yes,Yes,1-10,20.53,No
Treated,Toronto,M7Z,Fast Casual,Franchise,1,Yes,No,10-20,17.26,Yes
Treated,Halton,L7S,Casual Dining,Franchise,11,Yes,No,>30,18.06,No
Treated,Peel,L6W,Fast Food,Franchise,13,Yes,Yes,20-30,16.76,No
Treated,York,L9N,Family Style,Franchise,14,Yes,Yes,10-20,17.84,No
Treated,Toronto,M3C,Family Style,No,11,No,Yes,10-20,17.87,No
Treated,York,L7B,Family Style,Franchise,15,Yes,Yes,1-10,18.28,No
Treated,York,L7E,Premium Casual,No,17,Yes,No,1-10,19.52,No
Treated,Toronto,M0N,Fine Dining,No,8,Yes,Yes,1-10,18.1,Yes
Treated,Peel,L4X,Fast Food,No,5,Yes,Yes,1-10,19.66,No
Treated,Durham,L9L,Fast Food,Franchise,15,Yes,Yes,10-20,17.27,No
Treated,Peel,L4W,Fast Food,Franchise,6,Yes,No,1-10,14.96,No
Treated,Peel,L7K,Family Style,No,2,Yes,No,1-10,22.52,No
Treated,York,L4G,Fast Casual,Franchise,6,Yes,Yes,10-20,18.59,No
Treated,Toronto,M9T,Family Style,Franchise,5,Yes,No,10-20,17.53,No
Treated,Toronto,M9D,Fine Dining,No,5,Yes,No,10-20,17.67,No
Treated,Toronto,M5W,Fine Dining,No,6,Yes,No,1-10,18.01,Yes
Treated,York,L6G,Family Style,Franchise,12,Yes,Yes,10-20,19.03,No
Treated,York,L0H,Casual Dining,Franchise,13,Yes,Yes,10-20,12.13,No
Treated,York,L7E,Casual Dining,No,5,Yes,No,20-30,20.62,No
Treated,Durham,L1X,Casual Dining,No,3,No,Yes,10-20,17.1,No
Treated,Toronto,M9T,Casual Dining,No,13,Yes,No,10-20,13.33,No
Treated,Toronto,M3M,Family Style,Franchise,5,Yes,No,20-30,15.08,No
Treated,Peel,L4Z,Fast Casual,Franchise,10,Yes,Yes,>30,18.54,No
Treated,York,L6E,Family Style,No,6,Yes,Yes,20-30,17.56,No
Treated,York,L0G,Fast Casual,Franchise,17,Yes,No,20-30,19.96,No
Treated,Toronto,M2F,Casual Dining,No,2,No,Yes,20-30,19.14,No
Treated,York,L6A,Casual Dining,No,11,Yes,No,10-20,22.44,No
Treated,Durham,L1H,Family Style,No,10,Yes,Yes,20-30,18.49,No
Treated,Halton,L9T,Fast Casual,Franchise,10,Yes,Yes,20-30,16.18,No
Treated,Toronto,M1P,Fast Casual,No,11,Yes,No,1-10,20.56,Yes
Treated,York,L0E,Casual Dining,Franchise,8,Yes,No,1-10,19.42,No
Treated,Toronto,M5R,Fine Dining,No,22,Yes,No,10-20,15.51,No
Treated,York,L6A,Family Style,Franchise,16,Yes,No,10-20,20.78,No
Treated,Toronto,M4F,Fine Dining,Franchise,6,Yes,No,1-10,18.88,No
Treated,Toronto,M5R,Casual Dining,No,3,Yes,No,1-10,14.95,No
Treated,Durham,L0C,Family Style,No,11,Yes,No,1-10,20.71,No
Treated,Toronto,M2A,Casual Dining,No,16,No,No,10-20,14.81,No
Treated,Toronto,M3L,Premium Casual,No,5,No,Yes,10-20,15.8,No
Treated,Peel,L7A,Fine Dining,No,19,Yes,Yes,10-20,18.38,No
Treated,Peel,L4Y,Fine Dining,Franchise,14,Yes,Yes,1-10,13.12,No
Treated,York,L7E,Fast Casual,Franchise,6,Yes,No,1-10,18.81,No
Treated,Toronto,M1Z,Fast Food,No,7,Yes,No,10-20,19.82,No
Treated,Peel,L7C,Premium Casual,Franchise,2,Yes,Yes,1-10,15.53,No
Treated,Durham,L9P,Fast Food,No,20,No,No,10-20,15.69,No
Treated,Peel,L6X,Premium Casual,Franchise,8,Yes,No,10-20,19.28,No
Treated,Toronto,M1I,Family Style,No,3,Yes,No,>30,23.98,No
Treated,Peel,L5R,Fine Dining,No,9,Yes,No,1-10,22.42,No
Treated,Halton,L0P,Fast Food,No,2,Yes,No,20-30,16.52,No
Treated,Toronto,M5J,Casual Dining,Franchise,18,Yes,Yes,1-10,19.21,No
Treated,Toronto,M8B,Fast Casual,No,17,Yes,No,1-10,18.91,No
Treated,Toronto,M8W,Fast Casual,Franchise,9,Yes,Yes,1-10,17.46,No
