type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10
Treated,L6G,York,Casual Dining,No,19,Yes,No,17.03,No
Treated,L5P,Peel,Casual Dining,Franchise,19,Yes,No,18.81,No
Treated,L7K,Peel,Fine Dining,Franchise,12,Yes,No,19.48,No
Treated,M6Q,Toronto,Family Style,No,3,Yes,Yes,15.96,No
Treated,L6L,Halton,Family Style,No,26,Yes,No,15.67,No
Treated,L5E,Peel,Casual Dining,Franchise,8,No,Yes,19.53,No
Treated,M6Q,Toronto,Casual Dining,Franchise,3,Yes,No,18.85,Yes
Treated,M4W,Toronto,Family Style,No,6,Yes,Yes,13.84,No
Treated,L7A,Peel,Fast Casual,No,8,Yes,Yes,18.64,No
Treated,L7C,Peel,Fast Food,No,14,Yes,No,18.93,No
Treated,M0J,Toronto,Premium Casual,No,8,Yes,Yes,16.97,No
Treated,L7K,Peel,Casual Dining,No,15,Yes,Yes,14.91,No
Treated,L4T,Peel,Family Style,No,17,Yes,Yes,18.87,No
Treated,L7R,Halton,Premium Casual,No,1,Yes,No,16.41,No
Treated,L9N,York,Premium Casual,No,6,Yes,No,19.05,No
Treated,L0P,Halton,Premium Casual,Franchise,17,Yes,Yes,19.47,No
Treated,L6W,Peel,Fine Dining,No,14,Yes,Yes,22.56,No
Treated,M8O,Toronto,Family Style,No,4,Yes,No,20.23,No
Treated,M8S,Toronto,Casual Dining,No,11,Yes,Yes,17.65,No
Treated,L7E,York,Fast Casual,Franchise,5,No,No,15.38,No
Treated,M4U,Toronto,Fast Casual,No,13,Yes,Yes,22.26,Yes
Treated,L7E,York,Casual Dining,Franchise,23,Yes,Yes,19.69,No
Treated,M6R,Toronto,Fast Casual,No,13,Yes,No,18.82,No
Treated,L9E,Halton,Fast Casual,Franchise,7,Yes,No,18.14,No
Treated,M8Q,Toronto,Premium Casual,Franchise,9,Yes,No,17.92,No
Treated,L9N,York,Fine Dining,No,2,Yes,Yes,16.42,No
Treated,L3R,York,Casual Dining,Franchise,2,Yes,Yes,18.54,No
Treated,M9C,Toronto,Fine Dining,No,10,Yes,No,20.15,No
Treated,L6A,York,Fast Food,No,10,Yes,Yes,20.64,No
Treated,M0W,Toronto,Family Style,No,12,Yes,Yes,17.21,No
Treated,L1H,Durham,Casual Dining,No,7,No,Yes,16.65,No
Treated,L9L,Durham,Fast Casual,Franchise,13,Yes,Yes,18.32,No
Treated,L6X,Peel,Premium Casual,Franchise,11,Yes,Yes,14.12,No
Treated,L0B,Durham,Premium Casual,Franchise,7,No,No,19.09,No
Treated,L4T,Peel,Casual Dining,No,14,No,No,17.43,No
Treated,M7N,Toronto,Fast Food,No,10,Yes,Yes,19.2,No
Treated,L4G,York,Casual Dining,No,11,Yes,Yes,20.02,Yes
Treated,L3S,York,Fast Food,No,9,Yes,No,18.75,No
Treated,L9E,Halton,Fast Food,Franchise,1,No,Yes,18.72,No
Treated,L6X,Peel,Fast Food,No,13,Yes,No,18.51,No
Treated,L0B,Durham,Fast Casual,No,19,Yes,No,20.64,Yes
Treated,M3L,Toronto,Family Style,No,22,Yes,Yes,18.09,No
Treated,L6M,Halton,Casual Dining,No,15,Yes,No,17.85,No
Treated,L9T,Halton,Fast Casual,No,13,Yes,Yes,22.63,No
Treated,L5S,Peel,Casual Dining,Franchise,18,Yes,Yes,11.17,No
Treated,L9N,York,Fast Casual,Franchise,12,Yes,No,17.74,No
Treated,M2R,Toronto,Family Style,No,7,Yes,No,17.04,No
Treated,L9P,Durham,Fast Food,No,6,Yes,No,14.9,No
Treated,L6S,Peel,Premium Casual,No,11,Yes,No,16.13,No
Treated,L6G,York,Casual Dining,No,4,Yes,Yes,20.2,No
Treated,M4P,Toronto,Premium Casual,Franchise,10,Yes,Yes,18.73,No
Treated,M5T,Toronto,Fast Food,No,16,Yes,No,19.01,No
Treated,L9L,Durham,Casual Dining,No,29,Yes,No,18.22,No
Treated,M3E,Toronto,Family Style,No,3,Yes,No,21.91,No
Treated,M1W,Toronto,Fast Casual,Franchise,4,Yes,Yes,16.24,Yes
Treated,L7K,Peel,Fast Casual,No,15,Yes,No,19.85,No
Treated,M6X,Toronto,Fast Food,No,8,No,No,15.45,No
Treated,M5P,Toronto,Fast Casual,Franchise,16,Yes,No,16.85,No
Treated,M7Y,Toronto,Fine Dining,No,10,Yes,Yes,20.68,Yes
Treated,L9N,York,Fast Casual,No,2,Yes,No,22.33,No
Treated,L7E,York,Casual Dining,Franchise,13,Yes,Yes,16.47,No
Treated,L1X,Durham,Premium Casual,No,7,Yes,Yes,18.54,No
Treated,M0R,Toronto,Casual Dining,No,11,Yes,No,17.66,Yes
Treated,L5M,Peel,Premium Casual,Franchise,10,No,Yes,19.15,No
Treated,L1K,Durham,Family Style,No,9,Yes,No,14.07,No
Treated,L0P,Halton,Casual Dining,No,16,Yes,No,16.5,Yes
Treated,M5S,Toronto,Fast Casual,No,15,Yes,Yes,17.43,No
Treated,L9L,Durham,Fast Food,No,21,No,Yes,17.02,No
Treated,L6P,Peel,Premium Casual,No,1,No,No,17.84,No
Treated,L7E,York,Casual Dining,No,9,Yes,No,18.6,No
Treated,M4U,Toronto,Family Style,No,3,No,No,22.76,No
Treated,L6Y,Peel,Family Style,Franchise,14,Yes,No,15.74,No
Treated,M5T,Toronto,Fast Food,No,15,Yes,Yes,19.75,No
Treated,M0R,Toronto,Fast Food,Franchise,14,Yes,No,16.56,No
Treated,M4M,Toronto,Fast Casual,No,1,Yes,Yes,19.41,No
Treated,L7C,Peel,Casual Dining,Franchise,3,Yes,Yes,12.15,No
Treated,M0I,Toronto,Fast Casual,No,23,Yes,Yes,15.28,No
Treated,L7E,York,Premium Casual,No,6,Yes,Yes,24.91,No
Treated,M6R,Toronto,Fast Casual,No,20,Yes,No,19.96,No
Treated,M0F,Toronto,Fast Casual,Franchise,13,Yes,Yes,20.15,No
Treated,L6S,Peel,Fast Food,No,6,Yes,No,20.55,No
Treated,L9L,Durham,Fast Casual,No,2,Yes,No,17.57,Yes
Treated,M0F,Toronto,Fast Casual,Franchise,7,Yes,No,16.48,No
Treated,L7B,York,Casual Dining,No,10,Yes,No,20.46,No
Treated,L7K,Peel,Fast Food,Franchise,4,No,No,16.33,No
Treated,L7C,Peel,Fine Dining,Franchise,13,No,No,18.98,No
Treated,L4X,Peel,Family Style,No,16,Yes,No,20.77,No
Treated,L6J,Halton,Fast Food,No,2,Yes,No,19.76,No
Treated,L6B,York,Family Style,No,6,Yes,Yes,18.03,No
Treated,L7B,York,Fast Casual,No,0,Yes,Yes,18.85,No
Treated,L0E,Durham,Fast Casual,Franchise,13,Yes,Yes,19.71,No
Treated,M5Q,Toronto,Casual Dining,Franchise,11,Yes,No,16.73,No
Treated,L1G,Durham,Family Style,Franchise,14,Yes,Yes,16.23,No
Treated,M3R,Toronto,Casual Dining,No,2,Yes,No,15.34,No
Treated,L7B,York,Fine Dining,Franchise,14,Yes,No,15.55,No
Treated,L7B,York,Family Style,Franchise,2,Yes,Yes,18.01,No
Treated,L5W,Peel,Casual Dining,No,7,Yes,No,17.02,No
Treated,L5N,Peel,Fast Food,No,5,Yes,No,18.39,Yes
Treated,L7T,Halton,Family Style,No,19,Yes,Yes,17.99,No
Treated,L4G,York,Casual Dining,No,11,Yes,No,18.22,No
Treated,L4A,York,Casual Dining,Franchise,14,No,No,17.45,No
Treated,M8F,Toronto,Family Style,Franchise,9,Yes,No,18.83,No
Treated,L7E,York,Family Style,No,9,No,Yes,21.58,No
Treated,M7U,Toronto,Casual Dining,No,1,Yes,No,17.78,No
Treated,L4Z,Peel,Fast Food,No,5,Yes,No,15.98,No
Treated,L3Y,York,Casual Dining,Franchise,10,Yes,No,17.58,No
Treated,M4B,Toronto,Fast Food,No,2,Yes,No,15.27,No
Treated,M8S,Toronto,Family Style,Franchise,2,Yes,No,17.54,No
Treated,L4Z,Peel,Casual Dining,No,22,No,Yes,18.01,No
Treated,L9N,York,Casual Dining,No,9,Yes,No,18.66,No
Treated,M4R,Toronto,Casual Dining,Franchise,15,Yes,No,18.78,No
Treated,L7E,York,Casual Dining,Franchise,15,Yes,No,14.43,No
Treated,L5E,Peel,Casual Dining,Franchise,6,Yes,Yes,16.09,No
Treated,L9L,Durham,Premium Casual,No,5,No,No,15.41,No
Treated,M8D,Toronto,Casual Dining,No,5,Yes,No,22,No
Treated,L0N,York,Casual Dining,No,16,Yes,No,23.56,No
Treated,M6A,Toronto,Family Style,Franchise,15,Yes,Yes,20.75,No
Treated,L6Z,Peel,Fine Dining,Franchise,16,Yes,Yes,16.66,No
Treated,M6S,Toronto,Family Style,No,8,Yes,Yes,16.95,No
Treated,L9P,Durham,Casual Dining,No,21,Yes,No,16.52,No
Treated,L9P,Durham,Premium Casual,No,9,Yes,Yes,18.59,No
Treated,L1R,Durham,Fine Dining,Franchise,9,Yes,No,16.38,No
Treated,L0C,Durham,Fast Casual,No,4,Yes,Yes,19.61,No
Treated,L6B,York,Casual Dining,Franchise,15,Yes,No,11.98,No
Treated,L9E,Halton,Fast Casual,No,10,Yes,Yes,19.94,No
Treated,M8V,Toronto,Casual Dining,No,11,Yes,No,16.36,No
Treated,L5J,Peel,Casual Dining,Franchise,11,Yes,Yes,21.75,No
Treated,M4U,Toronto,Fast Casual,Franchise,23,Yes,Yes,19.2,No
Treated,L0P,Halton,Fast Casual,Franchise,1,Yes,Yes,20.42,No
Treated,L9N,York,Family Style,Franchise,0,Yes,Yes,20.13,No
Treated,M6X,Toronto,Fast Casual,Franchise,3,Yes,Yes,18.31,No
Treated,L9N,York,Fast Food,Franchise,11,Yes,Yes,14.84,No
Treated,L9N,York,Premium Casual,Franchise,6,Yes,Yes,17.72,No
Treated,L1M,Durham,Family Style,Franchise,2,Yes,No,16.9,No
Treated,L5R,Peel,Premium Casual,No,7,Yes,No,21.09,No
Treated,M0N,Toronto,Casual Dining,Franchise,7,Yes,No,20.05,No
Treated,M2A,Toronto,Family Style,No,8,No,No,19.13,No
Treated,L6T,Peel,Casual Dining,No,2,Yes,Yes,19.87,No
Treated,M8K,Toronto,Family Style,No,0,Yes,No,20.04,No
Treated,M7C,Toronto,Fast Casual,No,4,Yes,Yes,12.83,No
Treated,L6C,York,Fast Food,Franchise,9,Yes,No,20.01,No
Treated,M2P,Toronto,Family Style,No,3,Yes,Yes,14.66,Yes
Treated,L5P,Peel,Fast Casual,No,8,Yes,No,14.64,No
Treated,M0Q,Toronto,Fast Food,Franchise,17,Yes,No,15.42,No
Treated,M9B,Toronto,Casual Dining,No,3,Yes,Yes,21.5,No
Treated,M2X,Toronto,Fast Casual,Franchise,9,Yes,Yes,16.64,No
Treated,L3S,York,Fast Casual,No,8,No,Yes,20.36,No
Treated,M7M,Toronto,Family Style,Franchise,14,Yes,No,19.49,No
Treated,M7C,Toronto,Casual Dining,No,15,Yes,Yes,19.01,No
Treated,L9L,Durham,Family Style,No,13,Yes,No,14.17,No
Treated,L7K,Peel,Family Style,Franchise,1,Yes,Yes,20.38,No
Treated,L7K,Peel,Fast Casual,No,11,Yes,No,19.11,No
Treated,L9N,York,Fine Dining,No,6,Yes,No,21.67,No
Treated,L9N,York,Casual Dining,No,3,Yes,No,16.12,No
Treated,M4M,Toronto,Casual Dining,No,10,No,Yes,14.32,No
Treated,M5S,Toronto,Casual Dining,Franchise,21,Yes,Yes,16.86,No
Treated,M4V,Toronto,Family Style,No,21,Yes,Yes,20.59,No
Treated,L7L,Halton,Fine Dining,No,17,Yes,Yes,16.58,No
Treated,L6X,Peel,Family Style,Franchise,7,Yes,No,21.87,No
Treated,M3N,Toronto,Premium Casual,No,17,Yes,Yes,19.94,No
Treated,M7F,Toronto,Family Style,No,15,Yes,No,20.6,No
Treated,L7A,Peel,Casual Dining,Franchise,18,Yes,No,17.31,No
Treated,M5I,Toronto,Fast Food,Franchise,14,Yes,No,18.47,No
Treated,L7A,Peel,Casual Dining,No,9,Yes,Yes,20.25,No
Treated,L4W,Peel,Fast Casual,No,13,Yes,Yes,18.06,No
Treated,M4G,Toronto,Casual Dining,No,8,Yes,Yes,15.55,No
Treated,M4U,Toronto,Family Style,No,2,Yes,Yes,17.78,No
Treated,L4C,York,Fine Dining,No,19,No,No,20.34,No
Treated,M7L,Toronto,Fast Casual,No,17,Yes,Yes,17.25,No
Treated,L7S,Halton,Premium Casual,No,6,Yes,No,15.44,No
Treated,M0N,Toronto,Casual Dining,Franchise,7,Yes,Yes,17.54,No
Treated,L7L,Halton,Family Style,No,14,Yes,No,19.62,No
Treated,M8F,Toronto,Fine Dining,No,24,Yes,No,13.9,No
Treated,L1P,Durham,Family Style,No,9,Yes,No,18.56,Yes
Treated,L4B,York,Family Style,Franchise,12,Yes,No,18.7,No
Treated,L7E,York,Fast Casual,No,2,Yes,No,16.69,No
Treated,L6Y,Peel,Casual Dining,Franchise,2,Yes,Yes,17.83,No
Treated,L6Z,Peel,Fast Food,No,21,Yes,Yes,19.56,No
Treated,M6G,Toronto,Family Style,No,6,Yes,No,19.51,No
Treated,L4W,Peel,Casual Dining,No,21,Yes,Yes,18.48,No
Treated,M5B,Toronto,Fine Dining,No,13,Yes,No,14.16,No
Treated,M5R,Toronto,Family Style,No,8,No,Yes,19.41,No
Treated,L0P,Halton,Casual Dining,No,13,Yes,No,17.38,Yes
Treated,L0P,Halton,Fast Casual,Franchise,19,Yes,No,16.66,No
Treated,L0C,Durham,Premium Casual,No,13,Yes,No,20.63,No
Treated,L0P,Halton,Premium Casual,No,6,Yes,No,16.61,No
Treated,L6S,Peel,Casual Dining,Franchise,1,No,Yes,20.17,No
Treated,M9J,Toronto,Family Style,Franchise,5,Yes,No,19.93,No
Treated,M4C,Toronto,Casual Dining,No,4,Yes,No,17.88,No
Treated,L4Z,Peel,Premium Casual,No,5,Yes,Yes,21.83,No
Treated,L7E,York,Fine Dining,No,13,Yes,Yes,13.71,No
Treated,L0E,Durham,Premium Casual,No,7,Yes,No,16.96,No
Treated,M3S,Toronto,Casual Dining,Franchise,12,Yes,Yes,16,No
Treated,L6Z,Peel,Premium Casual,No,1,Yes,Yes,20.67,No
Treated,L6W,Peel,Premium Casual,Franchise,4,Yes,No,18.37,No
Treated,L7C,Peel,Premium Casual,No,18,No,Yes,13.99,No
Treated,M0X,Toronto,Premium Casual,Franchise,15,Yes,No,17.77,No
Treated,L1W,Durham,Family Style,Franchise,3,Yes,Yes,15.28,No
Treated,L6V,Peel,Premium Casual,No,6,Yes,No,20.4,No
Treated,L0P,Halton,Family Style,No,11,Yes,No,21.59,No
Treated,M2T,Toronto,Fast Casual,Franchise,8,Yes,No,20.33,No
Treated,M3D,Toronto,Fast Food,Franchise,16,Yes,No,15.99,No
Treated,L1K,Durham,Family Style,Franchise,5,Yes,Yes,19.65,No
Treated,L9T,Halton,Fine Dining,Franchise,15,Yes,No,17.21,No
Treated,M5M,Toronto,Family Style,No,1,Yes,No,16.39,No
Treated,L0G,York,Casual Dining,Franchise,4,Yes,No,19.54,No
Treated,L4Y,Peel,Casual Dining,No,13,Yes,Yes,22.05,No
Treated,L9N,York,Fast Casual,No,2,No,No,17.5,No
Treated,L7C,Peel,Fine Dining,No,8,Yes,Yes,19.48,No
Treated,L1K,Durham,Casual Dining,No,9,Yes,Yes,17.14,No
Treated,L9E,Halton,Fast Casual,No,8,Yes,No,17.96,No
Treated,M4E,Toronto,Fast Food,No,0,Yes,No,16.85,No
Treated,L7B,York,Casual Dining,Franchise,3,Yes,Yes,19.45,No
Treated,M5X,Toronto,Fast Casual,No,3,Yes,Yes,15.88,No
Treated,M5M,Toronto,Fast Casual,Franchise,1,Yes,No,16.02,No
Treated,L6M,Halton,Casual Dining,Franchise,11,Yes,No,15.79,No
Treated,L4X,Peel,Fast Food,Franchise,13,Yes,Yes,16.22,No
Treated,L6G,York,Family Style,Franchise,14,Yes,Yes,16.59,No
Treated,M8G,Toronto,Family Style,No,11,No,Yes,17.84,No
Treated,L7B,York,Family Style,Franchise,15,Yes,Yes,14.76,No
Treated,L3S,York,Premium Casual,No,17,Yes,No,16.71,No
Treated,M9K,Toronto,Fine Dining,No,8,Yes,Yes,17.79,No
Treated,L6V,Peel,Fast Food,No,5,Yes,Yes,19.43,No
Treated,L9P,Durham,Fast Food,Franchise,15,Yes,Yes,18.21,No
Treated,L5B,Peel,Fast Food,Franchise,6,Yes,No,14.71,No
Treated,L5E,Peel,Family Style,No,2,Yes,No,17.69,No
Treated,L0G,York,Fast Casual,Franchise,6,Yes,Yes,19.12,No
Treated,M1X,Toronto,Family Style,Franchise,5,Yes,No,18.94,No
Treated,M8I,Toronto,Fine Dining,No,5,Yes,No,20.46,Yes
Treated,M5M,Toronto,Fine Dining,No,6,Yes,No,15.77,Yes
Treated,L9N,York,Family Style,Franchise,12,Yes,Yes,17.84,No
Treated,L9N,York,Casual Dining,Franchise,13,Yes,Yes,15.63,No
Treated,L9N,York,Casual Dining,No,5,Yes,No,21.76,No
Treated,L9L,Durham,Casual Dining,No,3,No,Yes,17.23,No
Treated,M8M,Toronto,Casual Dining,No,13,Yes,No,16.38,No
Treated,M3X,Toronto,Family Style,Franchise,5,Yes,No,17.68,No
Treated,L7K,Peel,Fast Casual,Franchise,10,Yes,Yes,18.4,Yes
Treated,L3Y,York,Family Style,No,6,Yes,Yes,16.69,No
Treated,L7E,York,Fast Casual,Franchise,17,Yes,No,14.7,No
Treated,M1J,Toronto,Casual Dining,No,2,No,Yes,20.42,Yes
Treated,L6A,York,Casual Dining,No,11,Yes,No,19.44,No
Treated,L0B,Durham,Family Style,No,10,Yes,Yes,18.72,No
Treated,L7P,Halton,Fast Casual,Franchise,10,Yes,Yes,19.9,No
Treated,M8U,Toronto,Fast Casual,No,11,Yes,No,16.21,No
Treated,L9N,York,Casual Dining,Franchise,8,Yes,No,18.04,No
Treated,M0K,Toronto,Fine Dining,No,22,Yes,No,17.3,No
Treated,L9N,York,Family Style,Franchise,16,Yes,No,23.4,No
Treated,M2Z,Toronto,Fine Dining,Franchise,6,Yes,No,18.65,No
Treated,M5F,Toronto,Casual Dining,No,3,Yes,No,16.12,No
Treated,L1G,Durham,Family Style,No,11,Yes,No,18.38,No
Treated,M0W,Toronto,Casual Dining,No,16,No,No,16.49,No
Treated,M2V,Toronto,Premium Casual,No,5,No,Yes,17.46,No
Treated,L5V,Peel,Fine Dining,No,19,Yes,Yes,17.64,No
Treated,L5P,Peel,Fine Dining,Franchise,14,Yes,Yes,20.55,No
Treated,L3X,York,Fast Casual,Franchise,6,Yes,No,19.87,No
Treated,M2C,Toronto,Fast Food,No,7,Yes,No,12.17,No
Treated,L5S,Peel,Premium Casual,Franchise,2,Yes,Yes,16.22,No
Treated,L0B,Durham,Fast Food,No,20,No,No,16.04,No
Treated,L4V,Peel,Premium Casual,Franchise,8,Yes,No,19.54,No
Treated,M5X,Toronto,Family Style,No,3,Yes,No,16.83,No
Treated,L5R,Peel,Fine Dining,No,9,Yes,No,16.79,No
Treated,L0P,Halton,Fast Food,No,2,Yes,No,16.93,No
Treated,M0E,Toronto,Casual Dining,Franchise,18,Yes,Yes,15.6,No
Treated,M5B,Toronto,Fast Casual,No,17,Yes,No,17.82,No
Treated,M7B,Toronto,Fast Casual,Franchise,9,Yes,Yes,17.53,No
Treated,L6M,Halton,Fast Food,No,9,Yes,Yes,17.93,No
Treated,M3U,Toronto,Family Style,No,9,Yes,No,21.46,No
Treated,L7A,Peel,Casual Dining,Franchise,13,Yes,Yes,15.17,No
Treated,L7C,Peel,Family Style,Franchise,5,Yes,No,21.79,No
Treated,L6B,York,Casual Dining,No,22,Yes,No,15.38,No
Treated,M7D,Toronto,Fine Dining,Franchise,7,Yes,No,20.03,No
Treated,L9N,York,Family Style,No,21,Yes,No,14.03,No
Treated,L7E,York,Fast Casual,Franchise,9,Yes,Yes,20.78,No
Treated,L1K,Durham,Premium Casual,Franchise,14,Yes,No,19.3,No
Treated,L5B,Peel,Family Style,No,4,Yes,No,18.62,No
Treated,L6Z,Peel,Family Style,Franchise,7,Yes,No,17.79,No
Treated,L5E,Peel,Fast Food,No,14,Yes,Yes,18.76,Yes
Treated,M9G,Toronto,Fast Food,No,10,Yes,No,14.16,Yes
Treated,L4T,Peel,Fine Dining,No,5,Yes,No,14.13,No
Treated,M4J,Toronto,Fast Food,Franchise,17,Yes,Yes,16.37,No
Treated,L0E,Durham,Casual Dining,Franchise,7,Yes,No,11.51,No
Treated,L6T,Peel,Casual Dining,No,2,No,No,19.03,No
Treated,L4Z,Peel,Family Style,No,5,Yes,Yes,17.89,No
Treated,M3I,Toronto,Family Style,No,2,Yes,Yes,14.5,No
Treated,L4X,Peel,Casual Dining,No,7,No,No,21.57,No
Treated,L7M,Halton,Casual Dining,No,11,Yes,No,17.76,No
Treated,M7M,Toronto,Casual Dining,Franchise,11,No,No,23.14,No
Treated,L7K,Peel,Casual Dining,No,17,Yes,No,19.3,No
Treated,L0H,York,Family Style,Franchise,8,Yes,Yes,16.04,No
Treated,L6T,Peel,Family Style,No,7,Yes,No,18.89,Yes
Treated,L4H,York,Fast Food,No,16,Yes,Yes,19.8,No
Treated,L4Y,Peel,Premium Casual,Franchise,16,Yes,No,17.11,No
Treated,L6K,Halton,Fine Dining,No,11,Yes,No,20.77,No
Treated,L0P,Halton,Fast Food,Franchise,19,Yes,Yes,23.23,No
Treated,M6C,Toronto,Premium Casual,No,7,No,Yes,14.99,No
Treated,M4Z,Toronto,Family Style,Franchise,15,Yes,No,21.18,Yes
Treated,L5W,Peel,Fast Casual,No,1,Yes,No,18.43,No
Treated,M4P,Toronto,Casual Dining,Franchise,10,Yes,No,18.23,No
Treated,M0I,Toronto,Fine Dining,Franchise,2,Yes,Yes,19.62,No
Treated,L4W,Peel,Family Style,No,1,Yes,Yes,17.59,No
Treated,L0E,York,Fast Food,Franchise,8,Yes,No,16.17,No
Treated,L0H,York,Fast Casual,No,2,Yes,Yes,14.52,No
Treated,L7A,Peel,Casual Dining,No,10,Yes,No,14.7,No
Treated,L6H,Halton,Casual Dining,No,9,No,No,17.08,No
Treated,M0R,Toronto,Fast Casual,Franchise,13,Yes,Yes,17.55,Yes
Treated,L4W,Peel,Fine Dining,Franchise,7,No,Yes,20.62,No
Treated,L9P,Durham,Fast Casual,No,1,Yes,Yes,24.26,No
Treated,L5R,Peel,Fast Food,No,13,Yes,No,18.37,No
Treated,L5G,Peel,Casual Dining,No,5,Yes,Yes,19.21,No
Treated,L7T,Halton,Fine Dining,No,17,Yes,No,19.56,No
Treated,M2H,Toronto,Fast Casual,Franchise,11,Yes,Yes,18.66,No
Treated,M1T,Toronto,Family Style,Franchise,4,Yes,No,21,No
Treated,M7V,Toronto,Fast Casual,No,10,Yes,No,20.19,No
Treated,L6V,Peel,Fast Food,No,3,Yes,Yes,15.7,No
Treated,M2U,Toronto,Family Style,Franchise,15,Yes,No,15.12,No
Treated,L4C,York,Fast Food,Franchise,4,Yes,No,18,No
Treated,L0P,Halton,Family Style,No,20,Yes,No,20.15,No
Treated,L6J,Halton,Family Style,No,6,Yes,Yes,20.92,No
Treated,L6X,Peel,Premium Casual,No,24,Yes,No,17.15,No
Treated,L5W,Peel,Casual Dining,No,15,Yes,Yes,20.12,No
Treated,M6G,Toronto,Premium Casual,Franchise,15,Yes,No,17.93,No
Treated,L0H,York,Family Style,No,4,Yes,No,15.04,No
Treated,L6T,Peel,Fast Casual,Franchise,1,Yes,No,18.2,No
Treated,L6K,Halton,Family Style,No,11,Yes,No,18.19,No
Treated,L7A,Peel,Casual Dining,No,6,Yes,No,20.6,No
Treated,M4I,Toronto,Fast Food,No,12,Yes,Yes,17.72,No
Treated,L7K,Peel,Family Style,No,23,Yes,No,19.74,No
Treated,L7N,Halton,Premium Casual,No,19,Yes,No,18.65,Yes
Treated,L0G,York,Fine Dining,No,6,Yes,No,13.29,No
Treated,L6H,Halton,Casual Dining,Franchise,9,Yes,No,22.33,No
Treated,L6T,Peel,Fine Dining,No,25,Yes,Yes,18.68,No
Treated,L0P,Halton,Fast Casual,No,1,No,No,18.33,No
Treated,M7W,Toronto,Premium Casual,Franchise,8,No,No,18.83,No
Treated,L0N,York,Fine Dining,Franchise,0,Yes,Yes,20.6,No
Treated,M2O,Toronto,Fast Casual,Franchise,7,Yes,No,18.67,No
Treated,M1E,Toronto,Casual Dining,No,15,Yes,No,15.88,No
Treated,L7E,York,Premium Casual,No,7,Yes,Yes,18.87,No
Treated,L7E,York,Premium Casual,Franchise,13,Yes,No,20.59,No
Treated,L6V,Peel,Family Style,Franchise,6,Yes,No,19.88,No
Treated,L6P,Peel,Premium Casual,No,18,No,Yes,19.09,No
Treated,L0N,York,Casual Dining,No,21,Yes,No,16.03,No
Treated,L1G,Durham,Fast Food,No,17,Yes,No,19.02,Yes
Treated,L4X,Peel,Family Style,No,18,Yes,No,17.74,Yes
Treated,M9U,Toronto,Fast Casual,No,10,Yes,Yes,20.07,Yes
Treated,L9P,Durham,Casual Dining,Franchise,17,Yes,No,17.89,No
Treated,M5R,Toronto,Casual Dining,No,4,Yes,No,22.81,No
Treated,M8T,Toronto,Fast Casual,No,13,Yes,No,16.8,No
Treated,L4C,York,Casual Dining,No,13,Yes,No,19.94,No
Treated,M8B,Toronto,Family Style,No,13,Yes,Yes,20,No
Treated,L0G,York,Premium Casual,No,5,Yes,Yes,20.39,No
Treated,L3R,York,Fast Casual,No,9,Yes,Yes,19.39,No
Treated,L9E,Halton,Casual Dining,Franchise,5,Yes,No,17.97,Yes
Treated,L0P,Halton,Casual Dining,Franchise,19,Yes,No,19.48,No
Treated,M6T,Toronto,Casual Dining,No,15,Yes,No,16.76,No
Treated,L6T,Peel,Family Style,No,1,No,Yes,19.79,No
Treated,M4W,Toronto,Casual Dining,No,14,Yes,Yes,17.83,No
Treated,L0P,Halton,Fast Casual,No,10,Yes,No,16.77,No
Treated,M5D,Toronto,Casual Dining,No,17,No,No,20.14,Yes
Treated,L9L,Durham,Fine Dining,No,11,Yes,No,20.14,No
Treated,M4I,Toronto,Premium Casual,No,6,Yes,No,18.88,No
Treated,L7A,Peel,Fast Casual,No,13,No,No,18.77,No
Treated,M5N,Toronto,Premium Casual,No,13,Yes,Yes,17.54,No
Treated,L6Z,Peel,Family Style,No,10,Yes,Yes,22.8,No
Treated,L0C,Durham,Premium Casual,Franchise,6,Yes,No,18.41,No
Treated,L7C,Peel,Casual Dining,No,14,Yes,Yes,11.1,No
Treated,L3S,York,Casual Dining,Franchise,8,Yes,No,14.5,No
Treated,L4Y,Peel,Casual Dining,No,2,Yes,No,15.68,No
Treated,L4V,Peel,Fast Casual,Franchise,6,No,No,16.62,No
Treated,M0A,Toronto,Casual Dining,No,16,Yes,No,18.65,Yes
Treated,L0C,Durham,Casual Dining,No,11,Yes,No,16.69,No
Treated,L7K,Peel,Family Style,Franchise,8,Yes,No,18.31,Yes
Treated,L7A,Peel,Fast Casual,No,12,Yes,No,19.62,No
Treated,L5N,Peel,Casual Dining,No,5,Yes,Yes,17.64,No
Treated,L7E,York,Family Style,No,3,Yes,No,20.28,No
Treated,L7R,Halton,Fast Food,Franchise,14,Yes,No,15.39,No
Treated,L4Y,Peel,Family Style,No,11,Yes,Yes,16.36,No
Treated,L6C,York,Casual Dining,No,7,Yes,Yes,19.06,Yes
Treated,L0E,Durham,Fine Dining,No,1,Yes,Yes,25.18,No
Treated,L5A,Peel,Fast Food,No,4,Yes,No,17.12,No
Treated,M1G,Toronto,Fast Casual,Franchise,15,Yes,No,25,No
Treated,L4T,Peel,Fast Casual,Franchise,9,Yes,Yes,19.26,No
Treated,L6H,Halton,Fast Casual,No,0,Yes,Yes,17.36,No
Treated,L9P,Durham,Premium Casual,No,13,Yes,No,17.06,No
Treated,L6E,York,Casual Dining,Franchise,14,Yes,No,17.38,No
